product_number,discount,orders,day_of_week,month,is_weekend,quarter,is_summer,is_winter,department_desc_MENS OWN BRAND FOOTWEAR,department_desc_MENS OWN BRAND OUTERWEAR,Predictions
3,50.0,0.0,4,3,0,1,0,0,1,0,0.0
1422,64.31,11.0,1,2,0,1,0,1,1,0,20.0
326,50.0,0.0,2,4,0,2,0,0,0,1,0.0
275,15.4,0.0,0,1,0,1,0,1,0,0,1.0
1745,23.08,0.0,4,5,0,2,0,0,1,0,0.0
1726,8.33,0.0,4,2,0,1,0,1,1,0,0.0
1727,15.29,4.0,0,1,0,1,0,1,1,0,0.0
3008,0.0,0.0,5,1,1,1,0,1,0,0,3.0
2260,23.5,0.0,4,10,0,4,0,0,0,1,0.0
3765,5.26,9.0,3,11,0,4,0,0,1,0,6.0
3854,0.0,0.0,4,5,0,2,0,0,0,0,1.0
4546,0.0,4.0,1,1,0,1,0,1,0,0,1.0
2073,7.69,0.0,0,11,0,4,0,0,0,1,4.0
4117,27.7675,0.0,3,1,0,1,0,1,1,0,1.0
1181,45.0,4.0,2,11,0,4,0,0,0,0,0.0
3477,12.22,0.0,5,3,1,1,0,0,1,0,0.0
681,0.0,0.0,6,2,1,1,0,1,0,0,1.0
3173,15.0,0.0,5,12,1,4,0,1,0,0,4.0
4327,0.0,0.0,0,12,0,4,0,1,0,0,0.0
133,52.35,0.0,1,11,0,4,0,0,0,1,2.0
2074,9.09,22.0,5,12,1,4,0,1,0,1,29.0
1297,0.0,0.0,0,10,0,4,0,0,0,0,0.0
2898,0.0,4.0,4,5,0,2,0,0,1,0,5.0
1045,0.0,5.0,6,9,1,3,0,0,0,0,1.0
3768,43.12,0.0,2,7,0,3,1,0,1,0,0.0
3492,0.0,0.0,3,3,0,1,0,0,0,1,0.0
384,25.0,0.0,2,7,0,3,1,0,1,0,0.0
3319,30.0,0.0,5,8,1,3,1,0,1,0,8.0
2106,20.0,0.0,1,1,0,1,0,1,0,0,0.0
3000,10.0,4.0,0,4,0,2,0,0,0,0,0.0
1580,0.0,0.0,5,6,1,2,1,0,0,0,1.0
284,20.0,4.0,6,2,1,1,0,1,0,0,2.0
3415,37.985,0.0,1,3,0,1,0,0,1,0,1.0
1039,0.0,5.0,1,9,0,3,0,0,0,1,5.0
3301,0.0,4.0,3,11,0,4,0,0,0,0,5.0
3098,0.0,0.0,4,2,0,1,0,1,0,0,1.0
1412,0.0,65.0,6,6,1,2,1,0,1,0,64.0
3428,0.0,10.0,5,1,1,1,0,1,0,1,20.0
4564,30.0,0.0,3,5,0,2,0,0,0,0,0.0
146,30.0,0.0,1,6,0,2,1,0,0,1,0.0
273,0.0,0.0,2,6,0,2,1,0,0,0,1.0
2408,51.85,0.0,0,2,0,1,0,1,1,0,4.0
289,20.0,0.0,0,4,0,2,0,0,0,0,2.0
4467,49.33,4.0,5,10,1,4,0,0,1,0,2.0
1040,30.0,5.0,2,12,0,4,0,1,0,1,17.0
3440,0.0,4.0,2,12,0,4,0,1,0,1,14.0
3757,32.82,5.0,2,8,0,3,1,0,1,0,0.0
4128,6.665,20.0,2,2,0,1,0,1,1,0,20.0
3169,13.28,0.0,0,5,0,2,0,0,1,0,1.0
3766,40.0,22.0,1,8,0,3,1,0,1,0,60.0
1741,22.47,0.0,0,2,0,1,0,1,1,0,0.0
1742,7.1,0.0,6,12,1,4,0,1,1,0,0.0
2994,5.0,0.0,1,3,0,1,0,0,0,0,1.0
3431,0.0,0.0,3,1,0,1,0,1,0,1,6.0
105,32.5,0.0,2,8,0,3,1,0,0,1,1.0
4134,30.0,8.0,3,2,0,1,0,1,1,0,19.0
302,48.86,0.0,5,7,1,3,1,0,0,1,0.0
3169,13.28,0.0,1,3,0,1,0,0,1,0,2.0
701,0.0,0.0,3,5,0,2,0,0,1,0,2.0
3483,44.065,0.0,2,4,0,2,0,0,1,0,1.0
1402,5.0,13.0,1,1,0,1,0,1,1,0,16.0
2372,0.0,0.0,5,7,1,3,1,0,1,0,0.0
1731,0.0,0.0,5,4,1,2,0,0,1,0,0.0
150,23.5,0.0,3,8,0,3,1,0,0,1,0.0
276,35.01,0.0,5,9,1,3,0,0,0,0,3.0
1735,35.11,0.0,3,8,0,3,1,0,1,0,2.0
4655,0.0,0.0,4,3,0,1,0,0,0,0,1.0
1743,28.900000000000002,4.0,0,1,0,1,0,1,1,0,0.0
3706,15.0,4.0,5,2,1,1,0,1,0,0,2.0
1741,21.135,0.0,6,12,1,4,0,1,1,0,2.0
1397,15.62,13.0,5,10,1,4,0,0,1,0,7.0
4568,25.0,0.0,5,9,1,3,0,0,0,0,1.0
2405,30.0,0.0,0,12,0,4,0,1,0,0,0.0
4327,15.38,0.0,4,6,0,2,1,0,0,0,1.0
2,21.075,0.0,3,7,0,3,1,0,1,0,0.0
422,8.7,0.0,4,9,0,3,0,0,0,1,1.0
3448,20.0,33.0,6,12,1,4,0,1,0,1,21.0
2493,20.0,0.0,6,2,1,1,0,1,0,0,0.0
1182,20.0,0.0,3,7,0,3,1,0,0,0,1.0
2104,0.0,10.0,1,9,0,3,0,0,1,0,3.0
4142,0.0,23.0,2,9,0,3,0,0,1,0,33.0
129,45.0,4.0,5,1,1,1,0,1,0,1,12.0
3493,56.92,0.0,2,8,0,3,1,0,0,1,0.0
1583,0.0,0.0,2,4,0,2,0,0,0,0,0.0
413,0.0,40.0,6,7,1,3,1,0,0,0,34.0
3318,30.0,0.0,1,1,0,1,0,1,1,0,5.0
2302,55.88,0.0,6,5,1,2,0,0,1,0,1.0
146,20.0,0.0,6,6,1,2,1,0,0,1,1.0
3807,33.33,5.0,6,4,1,2,0,0,0,1,2.0
1710,40.0,5.0,0,10,0,4,0,0,1,0,1.0
2488,0.0,0.0,0,1,0,1,0,1,0,0,0.0
2498,0.0,0.0,2,7,0,3,1,0,0,0,1.0
1747,0.0,10.0,1,1,0,1,0,1,1,0,14.0
1908,12.94,0.0,3,1,0,1,0,1,0,1,0.0
319,53.33,0.0,6,11,1,4,0,0,0,1,6.0
1188,0.0,0.0,6,6,1,2,1,0,0,0,1.0
1908,1.29,0.0,1,5,0,2,0,0,0,1,0.0
3398,26.665,0.0,1,8,0,3,1,0,0,0,0.0
1193,50.0,0.0,6,9,1,3,0,0,0,0,3.0
1896,20.74,0.0,6,5,1,2,0,0,0,1,0.0
1385,16.77,0.0,5,10,1,4,0,0,1,0,0.0
4449,24.38,14.0,3,8,0,3,1,0,1,0,6.0
1388,7.57,17.0,2,2,0,1,0,1,1,0,12.0
681,0.0,0.0,3,7,0,3,1,0,0,0,1.0
1714,31.84,0.0,6,5,1,2,0,0,1,0,3.0
1423,44.94499999999999,4.0,0,6,0,2,1,0,1,0,3.0
1197,0.0,4.0,3,3,0,1,0,0,0,0,1.0
144,45.0,0.0,3,6,0,2,1,0,0,1,2.0
3752,17.895,35.0,3,5,0,2,0,0,1,0,34.0
1896,20.74,5.0,3,2,0,1,0,1,0,1,0.0
3285,33.33,0.0,3,3,0,1,0,0,0,0,1.0
2993,16.67,4.0,1,7,0,3,1,0,0,0,0.0
2232,0.0,5.0,6,5,1,2,0,0,0,0,6.0
3753,0.0,11.0,2,5,0,2,0,0,1,0,13.0
4469,0.0,5.0,3,7,0,3,1,0,0,0,3.0
1726,47.915,0.0,5,12,1,4,0,1,1,0,3.0
4551,20.0,0.0,5,5,1,2,0,0,0,0,1.0
315,0.0,0.0,6,8,1,3,1,0,0,0,0.0
1741,22.47,0.0,6,1,1,1,0,1,1,0,0.0
4557,20.27,0.0,5,2,1,1,0,1,0,0,1.0
2374,6.25,13.0,1,11,0,4,0,0,1,0,11.0
2233,0.0,0.0,6,1,1,1,0,1,0,0,1.0
1799,40.0,0.0,4,5,0,2,0,0,0,0,1.0
3405,54.55,0.0,5,1,1,1,0,1,1,0,14.0
1819,60.0,4.0,5,10,1,4,0,0,0,0,1.0
312,61.79333333333333,0.0,5,10,1,4,0,0,1,0,0.0
2371,0.0,0.0,0,7,0,3,1,0,1,0,0.0
726,0.0,9.0,2,12,0,4,0,1,1,0,5.0
997,40.0,0.0,2,4,0,2,0,0,0,0,2.0
288,20.0,0.0,2,11,0,4,0,0,0,0,0.0
146,22.67,0.0,5,9,1,3,0,0,0,1,1.0
3754,0.0,15.0,0,4,0,2,0,0,1,0,10.0
383,50.0,0.0,4,4,0,2,0,0,0,0,8.0
1711,37.18,9.0,2,8,0,3,1,0,1,0,4.0
1382,21.2,0.0,5,8,1,3,1,0,1,0,2.0
128,25.0,15.0,4,12,0,4,0,1,0,1,28.0
1405,30.0,0.0,5,7,1,3,1,0,0,0,3.0
4563,0.0,0.0,6,3,1,1,0,0,0,0,0.0
2374,11.33,4.0,0,1,0,1,0,1,1,0,9.0
1304,20.0,4.0,3,6,0,2,1,0,0,0,4.0
1737,35.89,0.0,2,8,0,3,1,0,1,0,1.0
1193,20.29,0.0,3,2,0,1,0,1,0,0,1.0
2994,0.0,0.0,5,6,1,2,1,0,0,0,1.0
2378,70.0,0.0,5,8,1,3,1,0,1,0,3.0
1419,46.46,11.0,4,2,0,1,0,1,1,0,10.0
2406,31.82,5.0,3,9,0,3,0,0,0,0,3.0
4469,0.0,0.0,3,9,0,3,0,0,0,0,1.0
1571,42.86,0.0,2,7,0,3,1,0,0,1,1.0
672,6.78,0.0,1,10,0,4,0,0,0,0,1.0
2058,0.0,0.0,0,2,0,1,0,1,1,0,3.0
996,70.0,37.0,2,7,0,3,1,0,1,0,22.0
4114,30.5,0.0,3,4,0,2,0,0,0,0,1.0
1176,0.0,0.0,5,1,1,1,0,1,0,0,1.0
3431,0.0,8.0,2,11,0,4,0,0,0,1,6.0
1890,0.0,0.0,3,6,0,2,1,0,0,0,0.0
283,15.0,0.0,5,3,1,1,0,0,0,0,0.0
3335,0.0,0.0,2,9,0,3,0,0,0,1,3.0
302,48.86,0.0,4,7,0,3,1,0,0,1,0.0
3415,78.095,4.0,6,5,1,2,0,0,1,0,5.0
1036,0.0,0.0,3,7,0,3,1,0,0,1,3.0
4565,25.0,4.0,6,8,1,3,1,0,0,0,0.0
1033,21.43,0.0,3,1,0,1,0,1,0,1,0.0
2825,38.26,0.0,0,1,0,1,0,1,1,0,0.0
2262,10.0,0.0,2,4,0,2,0,0,0,1,2.0
291,0.0,0.0,1,7,0,3,1,0,0,0,0.0
2825,38.26,0.0,3,12,0,4,0,1,1,0,0.0
1734,2.0,0.0,5,5,1,2,0,0,1,0,0.0
4560,0.0,5.0,2,3,0,1,0,0,0,0,10.0
2264,24.21,5.0,3,6,0,2,1,0,0,1,1.0
3752,17.895,51.0,2,5,0,2,0,0,1,0,37.0
1424,0.0,0.0,4,4,0,2,0,0,1,0,0.0
2558,48.8,0.0,2,1,0,1,0,1,1,0,1.0
1406,20.205,0.0,2,1,0,1,0,1,1,0,0.0
2073,7.69,9.0,0,9,0,3,0,0,0,1,6.0
318,52.03,0.0,3,2,0,1,0,1,0,1,2.0
428,46.67,13.0,0,3,0,1,0,0,0,1,18.0
1799,30.0,0.0,3,1,0,1,0,1,0,0,1.0
673,0.0,5.0,1,1,0,1,0,1,0,0,1.0
1747,0.0,15.0,2,2,0,1,0,1,1,0,18.0
2397,22.67,0.0,2,5,0,2,0,0,1,0,1.0
691,30.0,0.0,5,12,1,4,0,1,1,0,3.0
3842,18.99,0.0,1,2,0,1,0,1,0,1,0.0
3465,0.0,10.0,4,1,0,1,0,1,0,1,13.0
3755,38.11,0.0,1,3,0,1,0,0,1,0,0.0
2907,17.42,0.0,3,6,0,2,1,0,0,0,1.0
676,16.0,0.0,5,3,1,1,0,0,0,0,0.0
2999,5.0,0.0,2,8,0,3,1,0,0,0,1.0
2996,0.0,4.0,1,10,0,4,0,0,0,0,3.0
3491,0.0,0.0,5,11,1,4,0,0,0,0,3.0
681,0.0,0.0,3,12,0,4,0,1,0,0,4.0
713,46.92,0.0,5,11,1,4,0,0,1,0,0.0
151,0.0,0.0,1,2,0,1,0,1,0,1,1.0
1393,39.515,4.0,1,2,0,1,0,1,1,0,4.0
2347,20.0,4.0,4,1,0,1,0,1,1,0,6.0
1912,29.255000000000003,5.0,6,6,1,2,1,0,0,0,5.0
1302,17.765,0.0,3,10,0,4,0,0,0,0,0.0
3416,6.94,4.0,0,6,0,2,1,0,1,0,1.0
1736,18.89,5.0,3,5,0,2,0,0,1,0,0.0
1710,37.18,5.0,4,9,0,3,0,0,1,0,6.0
2056,10.0,36.0,5,12,1,4,0,1,1,0,7.0
1718,46.465,0.0,3,11,0,4,0,0,1,0,3.0
301,55.0,5.0,1,3,0,1,0,0,0,1,0.0
299,10.0,0.0,2,11,0,4,0,0,0,0,0.0
2499,20.11,0.0,6,10,1,4,0,0,0,0,1.0
105,0.0,0.0,4,5,0,2,0,0,0,1,0.0
309,30.0,0.0,3,1,0,1,0,1,0,0,3.0
133,52.94,0.0,5,4,1,2,0,0,0,1,1.0
1685,3.85,23.0,0,6,0,2,1,0,1,0,7.0
1297,35.0,0.0,0,1,0,1,0,1,0,0,4.0
119,0.0,0.0,1,1,0,1,0,1,0,1,10.0
1417,0.0,0.0,3,3,0,1,0,0,1,0,2.0
4114,20.0,0.0,3,11,0,4,0,0,0,0,3.0
695,40.0,0.0,0,10,0,4,0,0,1,0,3.0
2356,7.69,10.0,5,6,1,2,1,0,1,0,15.0
2399,9.22,0.0,6,5,1,2,0,0,1,0,1.0
686,5.41,0.0,3,1,0,1,0,1,1,0,0.0
413,0.0,5.0,0,8,0,3,1,0,0,0,12.0
310,30.0,0.0,1,6,0,2,1,0,0,0,0.0
724,0.0,0.0,6,5,1,2,0,0,1,0,2.0
682,0.0,5.0,3,9,0,3,0,0,0,0,1.0
385,0.0,4.0,5,3,1,1,0,0,0,0,1.0
2266,25.0,0.0,6,11,1,4,0,0,0,1,0.0
2495,0.0,0.0,4,4,0,2,0,0,0,0,2.0
288,0.0,4.0,4,3,0,1,0,0,0,0,1.0
2350,0.0,4.0,4,1,0,1,0,1,1,0,0.0
299,40.0,0.0,1,9,0,3,0,0,0,0,1.0
719,0.0,0.0,0,8,0,3,1,0,1,0,4.0
399,30.16,0.0,5,10,1,4,0,0,0,1,1.0
1392,40.0,9.0,6,4,1,2,0,0,1,0,13.0
4330,0.0,0.0,4,12,0,4,0,1,0,0,3.0
3,50.0,0.0,2,5,0,2,0,0,1,0,0.0
4556,20.0,0.0,3,1,0,1,0,1,0,0,3.0
2993,16.67,0.0,3,4,0,2,0,0,0,0,1.0
720,0.0,29.0,1,12,0,4,0,1,1,0,29.0
2364,50.0,4.0,3,1,0,1,0,1,1,0,0.0
283,15.0,9.0,6,8,1,3,1,0,0,0,0.0
2375,4.0,5.0,5,2,1,1,0,1,1,0,3.0
4572,0.0,4.0,3,7,0,3,1,0,0,0,1.0
682,0.0,0.0,1,8,0,3,1,0,0,0,2.0
1297,0.0,4.0,6,6,1,2,1,0,0,0,0.0
1,5.26,14.0,6,12,1,4,0,1,1,0,2.0
1699,20.0,10.0,1,8,0,3,1,0,1,0,14.0
2360,30.0,4.0,1,12,0,4,0,1,1,0,2.0
1193,20.29,0.0,5,2,1,1,0,1,0,0,1.0
4119,50.0,0.0,5,12,1,4,0,1,1,0,2.0
383,50.0,4.0,1,4,0,2,0,0,0,0,8.0
1713,26.11,0.0,3,9,0,3,0,0,1,0,2.0
1908,1.29,5.0,0,4,0,2,0,0,0,1,0.0
3171,19.18,0.0,3,12,0,4,0,1,1,0,0.0
680,0.0,0.0,6,3,1,1,0,0,0,0,2.0
3309,0.0,0.0,3,5,0,2,0,0,0,0,4.0
2260,23.5,0.0,3,5,0,2,0,0,0,1,0.0
2249,23.583333333333332,0.0,2,12,0,4,0,1,0,0,0.0
681,0.0,0.0,4,7,0,3,1,0,0,0,1.0
3766,0.0,28.0,1,6,0,2,1,0,1,0,23.0
381,20.0,0.0,3,2,0,1,0,1,0,0,1.0
728,45.75,0.0,2,1,0,1,0,1,1,0,0.0
703,0.0,11.0,4,9,0,3,0,0,1,0,10.0
2996,0.0,0.0,5,9,1,3,0,0,0,0,2.0
2056,25.0,56.0,0,12,0,4,0,1,1,0,25.0
2909,20.38,4.0,5,4,1,2,0,0,0,0,1.0
1730,57.89,5.0,6,10,1,4,0,0,1,0,6.0
3768,20.0,11.0,0,1,0,1,0,1,1,0,9.0
1896,20.74,0.0,2,6,0,2,1,0,0,1,1.0
2,8.715,0.0,3,1,0,1,0,1,1,0,0.0
1039,0.0,87.0,3,12,0,4,0,1,0,1,26.0
2368,0.0,0.0,2,1,0,1,0,1,1,0,8.0
310,30.0,0.0,6,6,1,2,1,0,0,0,0.0
291,0.0,0.0,1,5,0,2,0,0,0,0,0.0
2490,0.0,0.0,6,6,1,2,1,0,0,0,1.0
2413,0.0,4.0,6,7,1,3,1,0,1,0,12.0
3483,44.065,0.0,3,7,0,3,1,0,1,0,0.0
107,34.685,0.0,3,11,0,4,0,0,0,1,0.0
1391,20.0,21.0,6,7,1,3,1,0,1,0,6.0
730,42.86,5.0,0,11,0,4,0,0,1,0,0.0
152,0.0,4.0,4,2,0,1,0,1,0,1,4.0
291,0.0,0.0,4,4,0,2,0,0,0,0,1.0
3395,0.0,11.0,4,8,0,3,1,0,0,0,2.0
322,50.0,0.0,0,4,0,2,0,0,0,1,0.0
317,60.0,0.0,5,9,1,3,0,0,0,1,1.0
3754,2.78,10.0,1,5,0,2,0,0,1,0,14.0
3453,0.0,143.0,5,12,1,4,0,1,0,1,81.0
4116,21.75,0.0,6,1,1,1,0,1,0,0,1.0
2302,35.88,0.0,5,4,1,2,0,0,1,0,1.0
2826,3.26,0.0,6,6,1,2,1,0,1,0,0.0
1733,15.89,0.0,5,2,1,1,0,1,1,0,0.0
1583,0.0,0.0,6,10,1,4,0,0,0,0,1.0
2264,24.21,5.0,2,9,0,3,0,0,0,1,4.0
2906,0.0,13.0,3,9,0,3,0,0,1,0,1.0
1303,20.0,0.0,2,6,0,2,1,0,0,0,1.0
317,60.0,0.0,1,8,0,3,1,0,0,1,0.0
701,13.33,0.0,3,2,0,1,0,1,1,0,0.0
4375,0.0,0.0,6,8,1,3,1,0,0,0,3.0
295,0.0,9.0,0,1,0,1,0,1,0,0,1.0
128,25.0,30.0,6,12,1,4,0,1,0,1,5.0
2094,0.0,0.0,3,7,0,3,1,0,0,1,0.0
4565,35.05,0.0,6,11,1,4,0,0,0,0,2.0
4563,0.0,0.0,5,11,1,4,0,0,0,0,0.0
3287,40.0,0.0,3,2,0,1,0,1,0,0,0.0
2107,50.12,5.0,0,8,0,3,1,0,0,0,2.0
302,48.86,0.0,0,11,0,4,0,0,0,1,3.0
2373,30.0,12.0,4,2,0,1,0,1,1,0,12.0
1737,35.89,0.0,5,12,1,4,0,1,1,0,0.0
2500,0.0,0.0,1,1,0,1,0,1,0,0,0.0
3447,0.0,5.0,3,2,0,1,0,1,0,1,4.0
3745,74.56,4.0,1,1,0,1,0,1,1,0,0.0
3003,25.29,0.0,0,8,0,3,1,0,0,0,2.0
1733,25.395,0.0,2,8,0,3,1,0,1,0,1.0
291,0.0,0.0,1,8,0,3,1,0,0,0,0.0
1197,25.0,14.0,3,6,0,2,1,0,0,0,3.0
579,17.78,0.0,4,2,0,1,0,1,0,0,1.0
1735,35.11,0.0,2,9,0,3,0,0,1,0,1.0
2906,0.0,22.0,1,4,0,2,0,0,1,0,28.0
292,15.0,4.0,6,2,1,1,0,1,0,0,13.0
3752,20.0,10.0,0,10,0,4,0,0,1,0,14.0
3451,0.0,40.0,4,12,0,4,0,1,0,1,32.0
3098,0.0,0.0,1,7,0,3,1,0,0,0,1.0
2362,45.0,4.0,1,7,0,3,1,0,1,0,1.0
2494,0.0,0.0,6,8,1,3,1,0,0,0,1.0
1420,0.0,4.0,1,3,0,1,0,0,1,0,1.0
2378,46.0,0.0,1,5,0,2,0,0,1,0,3.0
430,23.61,0.0,4,9,0,3,0,0,0,1,1.0
1685,0.0,0.0,5,2,1,1,0,1,1,0,3.0
2557,10.0,5.0,1,4,0,2,0,0,1,0,3.0
2405,25.0,0.0,3,6,0,2,1,0,0,0,3.0
317,0.0,0.0,0,3,0,1,0,0,0,1,0.0
4469,0.0,0.0,3,2,0,1,0,1,0,0,1.0
3841,10.29,0.0,2,12,0,4,0,1,0,1,0.0
1420,0.0,0.0,5,11,1,4,0,0,1,0,10.0
1719,0.0,0.0,0,6,0,2,1,0,1,0,2.0
3319,30.0,0.0,3,7,0,3,1,0,1,0,16.0
3820,39.5,0.0,3,11,0,4,0,0,0,1,5.0
1205,42.35,4.0,3,5,0,2,0,0,1,0,13.0
2825,38.26,0.0,4,10,0,4,0,0,1,0,0.0
125,40.0,0.0,3,2,0,1,0,1,0,1,0.0
2496,20.0,0.0,2,1,0,1,0,1,0,0,3.0
1412,11.11,30.0,0,10,0,4,0,0,1,0,34.0
4374,30.0,5.0,3,1,0,1,0,1,0,0,1.0
3842,1.25,0.0,0,6,0,2,1,0,0,1,0.0
1296,20.0,0.0,3,8,0,3,1,0,0,0,0.0
140,26.67,0.0,0,5,0,2,0,0,0,1,2.0
279,30.0,0.0,1,5,0,2,0,0,0,0,2.0
1381,19.875,0.0,1,6,0,2,1,0,1,0,0.0
713,46.92,0.0,0,11,0,4,0,0,1,0,0.0
4117,31.965,0.0,2,9,0,3,0,0,1,0,0.0
1395,22.22,0.0,4,10,0,4,0,0,1,0,7.0
1203,0.0,23.0,0,11,0,4,0,0,1,0,11.0
274,30.01,4.0,1,7,0,3,1,0,0,0,2.0
995,61.11,0.0,2,1,0,1,0,1,1,0,3.0
3758,0.85,0.0,6,5,1,2,0,0,1,0,0.0
1745,23.08,0.0,3,11,0,4,0,0,1,0,0.0
292,0.0,0.0,2,8,0,3,1,0,0,0,2.0
3394,0.0,5.0,2,11,0,4,0,0,0,0,5.0
4649,0.0,4.0,1,11,0,4,0,0,0,0,1.0
284,20.0,0.0,4,10,0,4,0,0,0,0,0.0
1405,30.0,0.0,2,9,0,3,0,0,0,0,2.0
1383,21.52,0.0,2,2,0,1,0,1,1,0,0.0
3416,0.0,0.0,1,1,0,1,0,1,1,0,1.0
2499,20.11,0.0,1,12,0,4,0,1,0,0,0.0
690,0.0,5.0,4,8,0,3,1,0,1,0,8.0
3487,40.0,0.0,6,9,1,3,0,0,0,0,2.0
2258,0.0,0.0,5,10,1,4,0,0,0,1,4.0
3853,40.0,12.0,0,12,0,4,0,1,0,0,9.0
1298,30.0,0.0,0,12,0,4,0,1,0,0,2.0
4116,34.45,0.0,6,5,1,2,0,0,0,0,0.0
2501,0.0,0.0,4,7,0,3,1,0,0,0,1.0
3807,38.1,11.0,4,11,0,4,0,0,0,1,1.0
1396,27.665,16.0,1,2,0,1,0,1,1,0,4.0
133,0.0,0.0,3,6,0,2,1,0,0,1,0.0
1895,1.67,0.0,0,4,0,2,0,0,0,1,0.0
309,25.0,0.0,2,6,0,2,1,0,0,0,2.0
3492,49.23,0.0,0,11,0,4,0,0,0,1,0.0
3301,30.0,9.0,4,1,0,1,0,1,0,0,1.0
322,37.5,0.0,6,11,1,4,0,0,0,1,0.0
2363,20.0,0.0,5,9,1,3,0,0,1,0,0.0
1299,20.0,0.0,0,1,0,1,0,1,0,0,2.0
276,0.0,0.0,2,11,0,4,0,0,0,0,3.0
4649,0.0,0.0,0,9,0,3,0,0,0,0,2.0
2400,48.28,0.0,2,4,0,2,0,0,1,0,2.0
4131,0.0,45.0,4,1,0,1,0,1,1,0,43.0
1382,21.2,0.0,6,8,1,3,1,0,1,0,0.0
295,30.0,18.0,1,12,0,4,0,1,0,0,4.0
4107,32.165,0.0,3,1,0,1,0,1,1,0,0.0
1330,0.0,47.0,5,9,1,3,0,0,1,0,23.0
2053,0.0,0.0,3,6,0,2,1,0,0,0,3.0
2501,0.0,10.0,0,7,0,3,1,0,0,0,1.0
2264,24.21,0.0,2,11,0,4,0,0,0,1,3.0
1296,15.53,0.0,3,2,0,1,0,1,0,0,1.0
2262,10.0,0.0,6,4,1,2,0,0,0,1,0.0
1743,28.900000000000002,0.0,3,1,0,1,0,1,1,0,0.0
2350,35.0,0.0,2,9,0,3,0,0,1,0,0.0
1912,7.245,0.0,5,1,1,1,0,1,0,0,0.0
4449,40.0,29.0,1,3,0,1,0,0,1,0,33.0
392,35.0,21.0,2,11,0,4,0,0,0,1,38.0
2053,0.0,0.0,5,1,1,1,0,1,0,0,0.0
3490,0.0,0.0,5,1,1,1,0,1,0,0,2.0
3493,56.92,0.0,2,4,0,2,0,0,0,1,0.0
2562,51.115,4.0,3,10,0,4,0,0,1,0,8.0
1572,0.0,12.0,0,9,0,3,0,0,0,1,35.0
2401,10.0,0.0,1,12,0,4,0,1,0,0,0.0
1426,34.38,0.0,2,9,0,3,0,0,1,0,2.0
2301,0.0,0.0,4,10,0,4,0,0,0,0,2.0
1580,0.0,0.0,1,10,0,4,0,0,0,0,3.0
719,30.0,5.0,0,2,0,1,0,1,1,0,11.0
3314,12.165,0.0,2,2,0,1,0,1,1,0,3.0
1699,5.0,0.0,5,4,1,2,0,0,1,0,5.0
1385,7.69,0.0,4,4,0,2,0,0,1,0,0.0
2399,9.22,0.0,5,2,1,1,0,1,1,0,2.0
2266,25.0,0.0,2,8,0,3,1,0,0,1,0.0
276,35.01,9.0,6,9,1,3,0,0,0,0,3.0
4109,50.0,0.0,1,10,0,4,0,0,1,0,0.0
2571,6.67,0.0,2,1,0,1,0,1,1,0,0.0
1301,0.0,0.0,6,1,1,1,0,1,0,0,1.0
283,15.0,0.0,2,5,0,2,0,0,0,0,0.0
2349,0.0,15.0,6,8,1,3,1,0,1,0,15.0
3458,0.0,4.0,2,2,0,1,0,1,0,1,3.0
2565,21.0,0.0,6,4,1,2,0,0,1,0,0.0
2265,0.0,10.0,6,2,1,1,0,1,0,1,11.0
281,50.0,0.0,4,6,0,2,1,0,0,0,0.0
2562,0.0,0.0,0,7,0,3,1,0,1,0,6.0
2074,9.09,11.0,0,10,0,4,0,0,0,1,19.0
585,0.0,10.0,2,1,0,1,0,1,0,0,9.0
4571,0.0,10.0,6,6,1,2,1,0,0,0,1.0
4116,28.79,0.0,5,7,1,3,1,0,0,0,0.0
4332,14.55,0.0,4,6,0,2,1,0,0,0,1.0
700,50.0,0.0,6,2,1,1,0,1,1,0,3.0
3451,0.0,126.0,3,11,0,4,0,0,0,1,57.0
1422,17.14,0.0,6,5,1,2,0,0,1,0,0.0
2493,20.0,0.0,5,8,1,3,1,0,0,0,1.0
2501,0.0,10.0,2,5,0,2,0,0,0,0,2.0
1712,27.27,0.0,3,5,0,2,0,0,1,0,6.0
1,5.26,14.0,6,11,1,4,0,0,1,0,10.0
2078,30.0,0.0,6,1,1,1,0,1,0,1,2.0
2265,8.33,0.0,3,7,0,3,1,0,0,1,3.0
4118,0.36,0.0,2,2,0,1,0,1,1,0,0.0
4549,20.0,0.0,0,6,0,2,1,0,0,0,3.0
2497,20.0,0.0,0,6,0,2,1,0,0,0,1.0
1426,50.0,0.0,6,2,1,1,0,1,1,0,1.0
302,48.86,0.0,4,7,0,3,1,0,0,1,0.0
1400,0.0,11.0,3,11,0,4,0,0,1,0,12.0
1731,49.47,4.0,1,5,0,2,0,0,1,0,0.0
1805,50.0,10.0,6,9,1,3,0,0,0,0,5.0
2078,26.67,0.0,1,8,0,3,1,0,0,1,6.0
1808,30.0,0.0,0,4,0,2,0,0,0,0,1.0
3493,56.92,0.0,3,11,0,4,0,0,0,1,0.0
2824,10.0,0.0,4,5,0,2,0,0,1,0,0.0
679,28.905,0.0,4,8,0,3,1,0,0,0,1.0
1697,5.0,10.0,6,3,1,1,0,0,1,0,6.0
1580,0.0,5.0,1,9,0,3,0,0,0,0,2.0
4118,0.36,0.0,4,2,0,1,0,1,1,0,0.0
2350,0.0,0.0,6,6,1,2,1,0,1,0,10.0
